scientific_name,park_name,observations,category,common_names,conservation_status,is_protected
Fissidens hyalinus,Great Smoky Mountains National Park,57,Nonvascular Plant,Fissidens Moss,No Intervention,False
Viola walteri,Bryce National Park,92,Vascular Plant,Violet,No Intervention,False
Populus fremontii ssp. fremontii,Yosemite National Park,145,Vascular Plant,Fremont's Cottonwood,No Intervention,False
Ichthyomyzon greeleyi,Great Smoky Mountains National Park,93,Fish,Mountain Brook Lamprey,No Intervention,False
Cacalia muhlenbergii,Bryce National Park,75,Vascular Plant,Great Indian-Plantain,No Intervention,False
Lathyrus venosus var. intonsus,Yellowstone National Park,243,Vascular Plant,Veiny Pea,No Intervention,False
Scaphiopus holbrookii holbrookii,Bryce National Park,104,Amphibian,Eastern Spadefoot,No Intervention,False
Lactuca hirsuta,Great Smoky Mountains National Park,49,Vascular Plant,Hairy Lettuce,No Intervention,False
Satureja douglasii,Great Smoky Mountains National Park,49,Vascular Plant,Yerba Buena,No Intervention,False
Osmunda cinnamomea,Great Smoky Mountains National Park,98,Vascular Plant,Cinnamon Fern,No Intervention,False
Lonicera involucrata,Yellowstone National Park,280,Vascular Plant,"Bearberry Honeysuckle, Twinberry Honeysuckle",No Intervention,False
Phlox pulvinata,Yosemite National Park,171,Vascular Plant,"Cushion Phlox, Powder Phlox",No Intervention,False
Potentilla rubricaulis,Yellowstone National Park,253,Vascular Plant,Rocky Mountain Cinquefoil,No Intervention,False
Astragalus vexilliflexus var. vexilliflexus,Yellowstone National Park,218,Vascular Plant,"Bentflower Milkvetch, Bent-Flower Milk-Vetch",No Intervention,False
Phlox amplifolia,Yellowstone National Park,218,Vascular Plant,"Broad-Leaved Phlox, Large-Leaved Phlox",No Intervention,False
Synaptomys cooperi stonei,Yosemite National Park,189,Mammal,Stone's Southern Bog Lemming,No Intervention,False
Scutellaria lateriflora,Bryce National Park,116,Vascular Plant,"Mad Dog Skullcap, Mad-Dog Skullcap",No Intervention,False
Helianthus annuus,Yellowstone National Park,235,Vascular Plant,Common Sunflower,No Intervention,False
Thymallus arcticus,Bryce National Park,65,Fish,Arctic Grayling,No Intervention,False
Crotalus horridus,Yellowstone National Park,268,Reptile,Timber Rattlesnake,No Intervention,False
Prunus subcordata,Bryce National Park,91,Vascular Plant,Klamath Plum,No Intervention,False
Selasphorus platycercus,Yosemite National Park,160,Bird,Broad-Tailed Hummingbird,No Intervention,False
Antennaria rosea,Yellowstone National Park,259,Vascular Plant,"Rosy Pussytoes, Rosy Pussy-Toes",No Intervention,False
Phlox amoena,Yellowstone National Park,246,Vascular Plant,"Hairy Phlox, Narrow-Leaved Phlox",No Intervention,False
Schoenocrambe linifolia,Yellowstone National Park,242,Vascular Plant,"Flaxleaf Plainsmustard, Rush Mustard",No Intervention,False
Madia minima,Bryce National Park,111,Vascular Plant,"Least Tarweed, Oppositeleaved Tarweed",No Intervention,False
Erodium cicutarium,Yellowstone National Park,212,Vascular Plant,"Pin Clover, Pin-Clover",No Intervention,False
Juncus debilis,Yosemite National Park,153,Vascular Plant,"Rush, Weak Rush",No Intervention,False
Geranium viscosissimum var. viscosissimum,Yosemite National Park,178,Vascular Plant,Sticky Purple Geranium,No Intervention,False
Nemophila maculata,Yosemite National Park,176,Vascular Plant,Fivespot,No Intervention,False
Maianthemum stellatum,Great Smoky Mountains National Park,77,Vascular Plant,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",No Intervention,False
Orobanche corymbosa,Great Smoky Mountains National Park,119,Vascular Plant,"Flat-Top Broomrape, Rydberg's Broomrape",No Intervention,False
Ludwigia grandiflora,Great Smoky Mountains National Park,78,Vascular Plant,Large-Flower Primrose-Willow,No Intervention,False
Canis latrans,Great Smoky Mountains National Park,68,Mammal,Coyote,Species of Concern,True
Oporornis formosus,Yosemite National Park,163,Bird,Kentucky Warbler,No Intervention,False
Salix pseudomonticola,Bryce National Park,77,Vascular Plant,"False Mountain Willow, White Mountain Willow",No Intervention,False
Elymus stebbinsii,Great Smoky Mountains National Park,49,Vascular Plant,Parish Wheatgrass,No Intervention,False
Ditrichum lineare,Bryce National Park,46,Nonvascular Plant,Ditrichum Moss,No Intervention,False
Viburnum opulus,Yellowstone National Park,256,Vascular Plant,"Guelder-Rose Viburnum, Highbush Cranberry",No Intervention,False
Ipomoea purpurea,Yosemite National Park,177,Vascular Plant,"Common Morning-Glory, Purple Morning-Glory",No Intervention,False
Athyrium filix-femina var. cyclosorum,Yellowstone National Park,263,Vascular Plant,Subarctic Ladyfern,No Intervention,False
Clarkia purpurea ssp. quadrivulnera,Yosemite National Park,147,Vascular Plant,"Winecup Clarkia, Winecup Fairyfan",No Intervention,False
Muhlenbergia sylvatica,Great Smoky Mountains National Park,57,Vascular Plant,Woodland Muhly,No Intervention,False
Viola pubescens var. pubescens,Yellowstone National Park,243,Vascular Plant,Hairy Yellow Violet,No Intervention,False
Oncorhynchus clarkii lewisi,Bryce National Park,65,Fish,Westslope Cutthroat Trout,No Intervention,False
Clematis occidentalis var. grosseserrata,Great Smoky Mountains National Park,105,Vascular Plant,Western Blue Virginsbower,No Intervention,False
Eriophyllum lanatum var. croceum,Yosemite National Park,138,Vascular Plant,Common Woolly Sunflower,No Intervention,False
Athysanus pusillus,Great Smoky Mountains National Park,44,Vascular Plant,"Common Sandweed, Dwarf Anthysanus",No Intervention,False
Ludwigia grandiflora,Yellowstone National Park,229,Vascular Plant,Large-Flower Primrose-Willow,No Intervention,False
Amaranthus albus,Yosemite National Park,131,Vascular Plant,"White Amaranthus, White Pigweed",No Intervention,False
Achillea millefolium,Yosemite National Park,168,Vascular Plant,"Bloodwort, Carpenter's Weed, Common Yarrow, Hierba De Las Cortaduras, Milenrama, Milfoil, Plumajillo, Western Yarrow, Yarrow",No Intervention,False
Acalypha rhomboidea,Yellowstone National Park,245,Vascular Plant,"Common Threeseed Mercury, Virginia Threeseed Mercury",No Intervention,False
Falco columbarius,Great Smoky Mountains National Park,28,Bird,Merlin,Species of Concern,True
Antennaria anaphaloides,Yellowstone National Park,234,Vascular Plant,"Pearly Pussytoes, Pussytoes, Tall Everlasting",No Intervention,False
Setaria parviflora,Yosemite National Park,138,Vascular Plant,"Bent Foxtail, Bristly Foxtail",No Intervention,False
Aythya valisineria,Bryce National Park,106,Bird,Canvasback,No Intervention,False
Mimulus bolanderi,Yellowstone National Park,230,Vascular Plant,Bolander's Monkeyflower,No Intervention,False
Morus rubra,Bryce National Park,76,Vascular Plant,Red Mulberry,No Intervention,False
Erigeron rydbergii,Great Smoky Mountains National Park,129,Vascular Plant,Rydberg's Fleabane,No Intervention,False
Sonchus asper,Great Smoky Mountains National Park,73,Vascular Plant,"Spiney-Leaved Sonchus, Spiny-Leaf Sowthistle",No Intervention,False
Arabis repanda var. repanda,Great Smoky Mountains National Park,91,Vascular Plant,Yosemite Rockcress,No Intervention,False
Calidris himantopus,Yellowstone National Park,238,Bird,Stilt Sandpiper,No Intervention,False
Aythya marila,Bryce National Park,91,Bird,Greater Scaup,No Intervention,False
Rhododendron calendulaceum,Bryce National Park,89,Vascular Plant,Flame Azalea,No Intervention,False
Viburnum rufidulum,Great Smoky Mountains National Park,95,Vascular Plant,Rusty Blackhaw,No Intervention,False
Aquilegia coerulea,Yellowstone National Park,231,Vascular Plant,Colorado Blue Columbine,No Intervention,False
Scutellaria integrifolia,Great Smoky Mountains National Park,63,Vascular Plant,"Entire-Leaved Skullcap, Hyssop Skullcap",No Intervention,False
Nuphar lutea ssp. advena,Yellowstone National Park,254,Vascular Plant,Yellow Water-Lily,No Intervention,False
Eriogonum umbellatum var. dichrocephalum,Great Smoky Mountains National Park,48,Vascular Plant,"Sulphurflower Buckwheat, Sulphur-Flower Buckwheat",No Intervention,False
Allium validum,Yellowstone National Park,227,Vascular Plant,"Pacific Onion, Swamp Onion",No Intervention,False
Chrysemys picta bellii,Great Smoky Mountains National Park,85,Reptile,Western Painted Turtle,No Intervention,False
Rana sylvatica,Yosemite National Park,121,Amphibian,Wood Frog,No Intervention,False
Sisyrinchium bellum,Great Smoky Mountains National Park,119,Vascular Plant,Western Blue-Eyed Grass,No Intervention,False
Uvularia perfoliata,Yosemite National Park,163,Vascular Plant,Perfoliate Bellwort,No Intervention,False
Agrostis gigantea,Bryce National Park,116,Vascular Plant,Redtop,No Intervention,False
Monardella lanceolata,Yellowstone National Park,249,Vascular Plant,"Mustang Mint, Mustang Monardella, Mustang Mountainbalm",No Intervention,False
Osmunda claytoniana,Bryce National Park,75,Vascular Plant,Interrupted Fern,No Intervention,False
Viola lanceolata,Yosemite National Park,174,Vascular Plant,"Lance-Leaf Violet, Lance-Leaved Violet",No Intervention,False
Epilobium anagallidifolium,Yosemite National Park,134,Vascular Plant,"Alpine Willowherb, Alpine Willowweed, Pimpernel Willowherb",No Intervention,False
Asparagus officinalis,Yellowstone National Park,236,Vascular Plant,"Garden Asparagus-Fern, Wild Asparagus",No Intervention,False
Oncorhynchus mykiss,Yellowstone National Park,253,Fish,Rainbow Trout,No Intervention,False
Labidesthes sicculus,Great Smoky Mountains National Park,84,Fish,Brook Silverside,No Intervention,False
Parnassia glauca,Bryce National Park,88,Vascular Plant,"Fen Grass Of Parnassus, Fen Grass-Of-Parnassus",No Intervention,False
Arabis holboellii var. pinetorum,Yellowstone National Park,271,Vascular Plant,Holboell's Rockcress,No Intervention,False
Salix eriocephala,Yellowstone National Park,220,Vascular Plant,"Missouri River Willow, Missouri Willow",No Intervention,False
Eurycea junaluska,Great Smoky Mountains National Park,46,Amphibian,Junaluska Salamander,No Intervention,False
Thalictrum sparsiflorum var. saximontanum,Great Smoky Mountains National Park,94,Vascular Plant,"Fewflower Meadowrue, Fewflower Meadow-Rue",No Intervention,False
Astragalus cicer,Yosemite National Park,149,Vascular Plant,"Chickpea Milkvetch, Cicer Milkvetch",No Intervention,False
Festuca idahoensis,Great Smoky Mountains National Park,106,Vascular Plant,Idaho Fescue,No Intervention,False
Streptanthus tortuosus var. orbiculatus,Bryce National Park,134,Vascular Plant,Shieldplant,No Intervention,False
Draba reptans,Yellowstone National Park,253,Vascular Plant,"Carolina Draba, Carolina Whitlowgrass, Creeping Draba",No Intervention,False
Abietinella abietina,Bryce National Park,101,Nonvascular Plant,Abietinella Moss,No Intervention,False
Helianthemum bicknellii,Great Smoky Mountains National Park,82,Vascular Plant,"Bicknell's Frostweed, Plains Frostweed",No Intervention,False
Viburnum lantanoides,Yosemite National Park,165,Vascular Plant,"Hobblebush, Witchhobble",No Intervention,False
Cheilanthes feei,Great Smoky Mountains National Park,63,Vascular Plant,"Fee's Lipfern, Slender Lip Fern, Slender Lipfern",No Intervention,False
Avena sativa,Yellowstone National Park,223,Vascular Plant,"Cultivated Oat, Oats",No Intervention,False
Fontinalis novae-angliae,Great Smoky Mountains National Park,94,Nonvascular Plant,New England Fontinalis Moss,No Intervention,False
Platanthera lacera,Yellowstone National Park,256,Vascular Plant,"Green-Fringe Orchis, Green-Fringed Orchid",No Intervention,False
Physcomitrium pyriforme,Bryce National Park,116,Nonvascular Plant,Physcomitrium Moss,No Intervention,False
Cerastium fontanum ssp. vulgare,Yellowstone National Park,275,Vascular Plant,Common Mouse-Ear Chickweed,No Intervention,False
Carex lurida,Bryce National Park,101,Vascular Plant,"Shallow Sedge, Smaller Hop Sedge",No Intervention,False
Agoseris glauca var. dasycephala,Bryce National Park,114,Vascular Plant,"Pale Agoseris, Pale Goat-Chicory",No Intervention,False
Taraxacum ceratophorum,Bryce National Park,89,Vascular Plant,"Common Dandelion, Woolbearing Dandelion",No Intervention,False
Lathyrus latifolius,Yosemite National Park,175,Vascular Plant,"Broad-Leaf Peavine, Everlasting Pea",No Intervention,False
Astragalus crassicarpus var. paysonii,Yosemite National Park,167,Vascular Plant,"Groundplum Milkvetch, Mountain Groundplum, Payson's Milkvetch",No Intervention,False
Populus alba,Great Smoky Mountains National Park,81,Vascular Plant,"Silver Poplar, White Poplar",No Intervention,False
Piranga rubra,Yellowstone National Park,233,Bird,Summer Tanager,Species of Concern,True
Rosa carolina,Great Smoky Mountains National Park,62,Vascular Plant,Carolina Rose,No Intervention,False
Streptopelia decaocto,Yellowstone National Park,255,Bird,Eurasian Collared-Dove,No Intervention,False
Lotus nevadensis var. nevadensis,Great Smoky Mountains National Park,107,Vascular Plant,"Nevada Bird's-Foot Trefoil, Nevada Trefoil",No Intervention,False
Houstonia purpurea,Great Smoky Mountains National Park,91,Vascular Plant,"Purple Bluet, Woodland Bluets",No Intervention,False
Agoseris retrorsa,Yosemite National Park,118,Vascular Plant,Spearleaf Agoseris,No Intervention,False
Impatiens capensis,Bryce National Park,125,Vascular Plant,"Orange Jewelweed, Touch-Me-Not, Spotted Jewel-Weed",No Intervention,False
Physalis heterophylla,Yosemite National Park,143,Vascular Plant,"Clammy Ground-Cherry, Ground-Cherry",No Intervention,False
Magnolia acuminata,Yosemite National Park,150,Vascular Plant,"Cucumber Magnolia, Cucumber-Tree",No Intervention,False
Erigeron pulchellus,Yellowstone National Park,276,Vascular Plant,"Robin Plantain Fleabane, Robin's-Plantain",No Intervention,False
Rhododendron periclymenoides,Yellowstone National Park,251,Vascular Plant,"Pink Azalea, Pinxter-Bush",No Intervention,False
Cypripedium montanum,Bryce National Park,109,Vascular Plant,"Mountain Lady's Slipper, Mountain Ladyslipper",No Intervention,False
Glechoma hederacea,Yosemite National Park,133,Vascular Plant,"Gill-Over-The-Ground, Ground Ivy",No Intervention,False
Coreopsis tripteris,Great Smoky Mountains National Park,61,Vascular Plant,Tall Tickseed,No Intervention,False
Mimulus cardinalis,Great Smoky Mountains National Park,80,Vascular Plant,"Crimson Monkeyflower, Scarlet Monkeyflower, Scarlet Monkey-Flower",No Intervention,False
Psiloscops flammeolus,Yosemite National Park,147,Bird,Flammulated Owl,No Intervention,False
Pohlia longicolla,Yosemite National Park,138,Nonvascular Plant,Pohlia Moss,No Intervention,False
Collinsia parviflora,Yosemite National Park,182,Vascular Plant,"Blue-Eyed Mary, Littleflower Collinsia, Maiden Blue Eyed Mary, Smallflower Blue Eyed Mary, Small-Flower Blue-Eyed Mary",No Intervention,False
Anthriscus caucalis,Yosemite National Park,174,Vascular Plant,"Bur Chervil, Burr Chervil",No Intervention,False
Piranga rubra,Bryce National Park,51,Bird,Summer Tanager,Species of Concern,True
Lamium amplexicaule,Yellowstone National Park,276,Vascular Plant,"Common Deadnettle, Henbit",No Intervention,False
Raillardella argentea,Great Smoky Mountains National Park,90,Vascular Plant,"Silky Raillardella, Silvermat",No Intervention,False
Corydalis micrantha ssp. australis,Bryce National Park,117,Vascular Plant,Smallflower Fumewort,No Intervention,False
Rana catesbeiana,Bryce National Park,105,Amphibian,American Bullfrog,No Intervention,False
Myotis keenii,Great Smoky Mountains National Park,29,Mammal,Keen's Myotis,Species of Concern,True
Polytrichum pallidisetum,Yosemite National Park,134,Nonvascular Plant,Polytrichum Moss,No Intervention,False
Platanthera flava var. flava,Yellowstone National Park,235,Vascular Plant,Palegreen Orchid,No Intervention,False
Euonymus americana,Bryce National Park,110,Vascular Plant,"Strawberry Bush, Strawberrybush",No Intervention,False
