category,scientific_name,common_names,conservation_status,is_protected
Mammal,Sorex nanus,"Dwarf Shrew, Rocky Mountain Dwarf Shrew",No Intervention,False
Mammal,Sorex preblei,"Malheur Shrew, Preble's Shrew",Species of Concern,True
Bird,Streptopelia decaocto,Eurasian Collared-Dove,No Intervention,False
Bird,Buteo lagopus,Rough-Legged Hawk,Species of Concern,True
Bird,Buteo regalis,Ferruginous Hawk,No Intervention,False
Bird,Buteo swainsoni,Swainson's Hawk,No Intervention,False
Bird,Anas cyanoptera,Cinnamon Teal,No Intervention,False
Bird,Anas penelope,Eurasian Wigeon,No Intervention,False
Bird,Anas strepera,Gadwall,No Intervention,False
Bird,Anser albifrons,Greater White-Fronted Goose,No Intervention,False
Bird,Aythya marila,Greater Scaup,No Intervention,False
Bird,Aythya valisineria,Canvasback,No Intervention,False
Bird,Branta hutchinsii,Cackling Goose,No Intervention,False
Bird,Bucephala islandica,Barrow's Goldeneye,No Intervention,False
Bird,Chen rossii,"Ross' Goose, Ross's Goose",No Intervention,False
Bird,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw",No Intervention,False
Bird,Cygnus buccinator,Trumpeter Swan,Species of Concern,True
Bird,Cygnus columbianus,Tundra Swan,No Intervention,False
Bird,Cygnus cygnus,Whooper Swan,No Intervention,False
Bird,Melanitta perspicillata,Surf Scoter,No Intervention,False
Bird,Aeronautes saxatalis,White-Throated Swift,No Intervention,False
Bird,Chaetura vauxi,Vaux's Swift,Species of Concern,True
Bird,Selasphorus platycercus,Broad-Tailed Hummingbird,No Intervention,False
Bird,Selasphorus rufus,Rufous Hummingbird,Species of Concern,True
Bird,Stellula calliope,Calliope Hummingbird,Species of Concern,True
Bird,Charadrius nivosus,Snowy Plover,No Intervention,False
Bird,Pluvialis squatarola,Black-Bellied Plover,No Intervention,False
Bird,Hydroprogne caspia,Caspian Tern,No Intervention,False
Bird,Larus argentatus,"European Herring Gull, Herring Gull",No Intervention,False
Bird,Larus californicus,California Gull,No Intervention,False
Bird,Larus canus,Mew Gull,No Intervention,False
Bird,Larus pipixcan,Franklin's Gull,No Intervention,False
Bird,Rissa tridactyla,Black-Legged Kittiwake,No Intervention,False
Bird,Sterna caspia,Caspian Tern,No Intervention,False
Bird,Sterna forsteri,Forster's Tern,No Intervention,False
Bird,Sterna hirundo,Common Tern,Species of Concern,True
Bird,Sterna paradisaea,Arctic Tern,No Intervention,False
Bird,Xema sabini,Sabine's Gull,No Intervention,False
Bird,Himantopus mexicanus,Black-Necked Stilt,No Intervention,False
Bird,Recurvirostra americana,American Avocet,No Intervention,False
Bird,Arenaria interpres,Ruddy Turnstone,No Intervention,False
Bird,Bartramia longicauda,Upland Sandpiper,Species of Concern,True
Bird,Calidris alba,Sanderling,No Intervention,False
Bird,Calidris alpina,Dunlin,No Intervention,False
Bird,Calidris bairdii,Baird's Sandpiper,No Intervention,False
Bird,Calidris canutus,Red Knot,No Intervention,False
Bird,Calidris fuscicollis,White-Rumped Sandpiper,No Intervention,False
Bird,Calidris himantopus,Stilt Sandpiper,No Intervention,False
Bird,Calidris mauri,Western Sandpiper,No Intervention,False
Bird,Calidris melanotos,Pectoral Sandpiper,No Intervention,False
Bird,Gallinago delicata,Wilson's Snipe,No Intervention,False
Bird,Limnodromus scolopaceus,Long-Billed Dowitcher,No Intervention,False
Bird,Limosa fedoa,Marbled Godwit,Species of Concern,True
Bird,Limosa haemastica,Hudsonian Godwit,No Intervention,False
Bird,Numenius americanus,Long-Billed Curlew,No Intervention,False
Bird,Phalaropus tricolor,Wilson's Phalarope,No Intervention,False
Bird,Tringa incana,Wandering Tattler,No Intervention,False
Bird,Tringa semipalmata,Willet,No Intervention,False
Bird,Stercorarius parasiticus,Parasitic Jaeger,No Intervention,False
Bird,Mycteria americana,Wood Stork,No Intervention,False
Bird,Patagioenas fasciata,Band-Tailed Pigeon,Species of Concern,True
Bird,Caracara cheriway,Crested Caracara,No Intervention,False
Bird,Falco mexicanus,Prairie Falcon,Species of Concern,True
Bird,Falco peregrinus anatum,American Peregrine Falcon,In Recovery,True
Bird,Centrocercus urophasianus,"Greater Sage Grouse, Greater Sage-Grouse, Sage Grouse",No Intervention,False
Bird,Dendragapus obscurus,Dusky Grouse,No Intervention,False
Bird,Lagopus leucura,White-Tailed Ptarmigan,No Intervention,False
Bird,Perdix perdix,"Gray Partridge, Grey Partridge",No Intervention,False
Bird,Tympanuchus phasianellus,Sharp-Tailed Grouse,No Intervention,False
Bird,Gavia pacifica,"Pacific Diver, Pacific Loon",No Intervention,False
Bird,Gavia stellata,"Red-Throated Diver, Red-Throated Loon",No Intervention,False
Bird,Coturnicops noveboracensis,Yellow Rail,Species of Concern,True
Bird,Bombycilla garrulus,Bohemian Waxwing,No Intervention,False
Bird,Calcarius lapponicus,Lapland Longspur,No Intervention,False
Bird,Calcarius mccownii,Mccown's Longspur,Species of Concern,True
Bird,Passerina amoena,Lazuli Bunting,No Intervention,False
Bird,Pheucticus melanocephalus,Black-Headed Grosbeak,No Intervention,False
Bird,Piranga ludoviciana,Western Tanager,No Intervention,False
Bird,Cinclus mexicanus,American Dipper,No Intervention,False
Bird,Cyanocitta stelleri,Steller's Jay,No Intervention,False
Bird,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern,True
Bird,Nucifraga columbiana,Clark's Nutcracker,No Intervention,False
Bird,Perisoreus canadensis,"Gray Jay, Grey Jay",No Intervention,False
Bird,Pica hudsonia,"Black-Billed Magpie, Magpie",No Intervention,False
Bird,Amphispiza bilineata,Black-Throated Sparrow,No Intervention,False
Bird,Artemisiospiza nevadensis,Sagebrush Sparrow,No Intervention,False
Bird,Calamospiza melanocorys,Lark Bunting,No Intervention,False
Bird,Pipilo chlorurus,Green-Tailed Towhee,Species of Concern,True
Bird,Pipilo maculatus,Spotted Towhee,No Intervention,False
Bird,Spizella atrogularis,Black-Chinned Sparrow,No Intervention,False
Bird,Spizella breweri,Brewer's Sparrow,Species of Concern,True
Bird,Spizella pallida,Clay-Colored Sparrow,No Intervention,False
Bird,Zonotrichia querula,Harris's Sparrow,No Intervention,False
Bird,Acanthus flammea,"Common Redpoll, Redpoll",No Intervention,False
Bird,Carpodacus cassinii,Cassin's Finch,No Intervention,False
Bird,Leucosticte atrata,Black Rosy-Finch,No Intervention,False
Bird,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,No Intervention,False
Bird,Pinicola enucleator,Pine Grosbeak,No Intervention,False
Bird,Spinus pinus,Pine Siskin,No Intervention,False
Bird,Spinus psaltria,Lesser Goldfinch,No Intervention,False
Bird,Spinus tristis,American Goldfinch,No Intervention,False
Bird,Tachycineta thalassina,Violet-Green Swallow,No Intervention,False
Bird,Euphagus cyanocephalus,Brewer's Blackbird,No Intervention,False
Bird,Icterus bullockii,Bullock's Oriole,No Intervention,False
Bird,Sturnella neglecta,Western Meadowlark,No Intervention,False
Bird,Lanius excubitor,"Great Grey Shrike, Northern Shrike",No Intervention,False
Bird,Oreoscoptes montanus,Sage Thrasher,Species of Concern,True
Bird,Poecile gambeli,Mountain Chickadee,No Intervention,False
Bird,Cardellina pusilla,Wilson's Warbler,No Intervention,False
Bird,Oreothlypis celata,Orange-Crowned Warbler,No Intervention,False
Bird,Oreothlypis peregrina,Tennessee Warbler,No Intervention,False
Bird,Oreothlypis ruficapilla,Nashville Warbler,No Intervention,False
Bird,Oreothlypis virginiae,Virginia's Warbler,No Intervention,False
Bird,Seiurus aurocapillus,Ovenbird,No Intervention,False
Bird,Setophaga castanea,Bay-Breasted Warbler,No Intervention,False
Bird,Setophaga citrina,Hooded Warbler,No Intervention,False
Bird,Setophaga coronata,Yellow-Rumped Warbler,No Intervention,False
Bird,Setophaga discolor,Prairie Warbler,No Intervention,False
Bird,Setophaga dominica,Yellow-Throated Warbler,No Intervention,False
Bird,Setophaga fusca,Blackburnian Warbler,No Intervention,False
Bird,Setophaga palmarum,Palm Warbler,No Intervention,False
Bird,Setophaga pensylvanica,Chestnut-Sided Warbler,No Intervention,False
Bird,Setophaga petechia,Yellow Warbler,No Intervention,False
Bird,Setophaga striata,Blackpoll Warbler,No Intervention,False
Bird,Setophaga tigrina,Cape May Warbler,No Intervention,False
Bird,Setophaga townsendi,Townsend's Warbler,No Intervention,False
Bird,Phainopepla nitens,Phainopepla,Species of Concern,True
Bird,Sitta pygmaea,Pygmy Nuthatch,No Intervention,False
Bird,Catherpes mexicanus,Canyon Wren,No Intervention,False
Bird,Salpinctes obsoletus,Rock Wren,No Intervention,False
Bird,Ixoreus naevius,Varied Thrush,No Intervention,False
Bird,Myadestes townsendi,Townsend's Solitaire,No Intervention,False
Bird,Sialia currucoides,Mountain Bluebird,No Intervention,False
Bird,Sialia mexicana,Western Bluebird,Species of Concern,True
Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",No Intervention,False
Bird,Empidonax hammondii,Hammond's Flycatcher,No Intervention,False
Bird,Empidonax oberholseri,Dusky Flycatcher,No Intervention,False
Bird,Empidonax occidentalis,Cordilleran Flycatcher,No Intervention,False
Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",No Intervention,False
Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,No Intervention,False
Bird,Sayornis saya,Say's Phoebe,No Intervention,False
Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",No Intervention,False
Bird,Egretta thula,Snowy Egret,No Intervention,False
Bird,Egretta tricolor,Tricolored Heron,No Intervention,False
Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,True
Bird,Plegadis falcinellus,Glossy Ibis,No Intervention,False
Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",No Intervention,False
Bird,Picoides albolarvatus,White-Headed Woodpecker,No Intervention,False
Bird,Picoides dorsalis,American Three-Toed Woodpecker,No Intervention,False
Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,No Intervention,False
Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,True
Bird,Aechmophorus clarkii,Clark's Grebe,No Intervention,False
Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,True
Bird,Podiceps grisegena,Red-Necked Grebe,No Intervention,False
Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",No Intervention,False
Bird,Psiloscops flammeolus,Flammulated Owl,No Intervention,False
Bird,Aegolius funereus,Boreal Owl,No Intervention,False
Bird,Athene cunicularia,Burrowing Owl,No Intervention,False
Bird,Bubo scandiacus,Snowy Owl,No Intervention,False
Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",No Intervention,False
Bird,Megascops kennicottii,Western Screech-Owl,No Intervention,False
Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",No Intervention,False
Reptile,Charina bottae,Rubber Boa,No Intervention,False
Reptile,Coluber constrictor,Racer,No Intervention,False
Reptile,Pituophis catenifer sayi,Bullsnake,No Intervention,False
Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,No Intervention,False
Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,No Intervention,False
Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,No Intervention,False
Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,True
Reptile,Crotalus viridis viridis,Prairie Rattlesnake,No Intervention,False
Reptile,Chrysemys picta bellii,Western Painted Turtle,No Intervention,False
Amphibian,Anaxyrus boreas boreas,Boreal Toad,No Intervention,False
Amphibian,Bufo woodhousii,Woodhouse's Toad,No Intervention,False
Amphibian,Pseudacris maculata,Boreal Chorus Frog,No Intervention,False
Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,True
Amphibian,Spea bombifrons,Plains Spadefoot,No Intervention,False
Amphibian,Spea intermontana,Great Basin Spadefoot,No Intervention,False
Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,No Intervention,False
Fish,Catostomus ardens,Utah Sucker,No Intervention,False
Fish,Catostomus catostomus,Longnose Sucker,No Intervention,False
Fish,Catostomus platyrhynchus,Mountain Sucker,No Intervention,False
Fish,Chasmistes liorus,June Sucker,Endangered,True
Fish,Couesius plumbeus,Lake Chub,No Intervention,False
Fish,Gila atraria,Utah Chub,No Intervention,False
Fish,Rhinichthys osculus,Speckled Dace,No Intervention,False
Fish,Richardsonius balteatus,Redside Shiner,No Intervention,False
Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,No Intervention,False
Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,No Intervention,False
Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,No Intervention,False
Fish,Prosopium williamsoni,Mountain Whitefish,No Intervention,False
Fish,Salvelinus namaycush,Lake Trout,No Intervention,False
Fish,Thymallus arcticus,Arctic Grayling,No Intervention,False
Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,True
Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",No Intervention,False
Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",No Intervention,False
Vascular Plant,Sagittaria cuneata,"Arumleaf Arrowhead, Arum-Leaf Arrowhead, Nothern Arrowhead, Wapato",No Intervention,False
Vascular Plant,Lemna gibba,Swollen Duckweed,No Intervention,False
Vascular Plant,Lemna trisulca,"Ivy-Leaf Duckweed, Star Duckweed",No Intervention,False
Vascular Plant,Lemna turionifera,Turion Duckweed,No Intervention,False
Vascular Plant,Lysichiton americanus,American Skunkcabbage,No Intervention,False
Vascular Plant,Elodea canadensis,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",No Intervention,False
Vascular Plant,Najas flexilis,"Nodding Waternymph, Slender Naiad, Wavy Waternymph",Species of Concern,True
Vascular Plant,Triglochin palustre,Slender Arrow-Grass,No Intervention,False
Vascular Plant,Potamogeton alpinus,Alpine Pondweed,No Intervention,False
Vascular Plant,Potamogeton foliosus ssp. fibrillosus,Leafy Pondweed,No Intervention,False
Vascular Plant,Potamogeton foliosus ssp. foliosus,Leafy Pondweed,No Intervention,False
Vascular Plant,Potamogeton friesii,"Flat-Stalk Pondweed, Fries' Pondweed",No Intervention,False
Vascular Plant,Potamogeton gramineus,"Grassy Pondweed, Variableleaf Pondweed",No Intervention,False
Vascular Plant,Potamogeton natans,"Broadleaf Pondweed, Floating Pondweed, Floatingleaf Pondweed",No Intervention,False
Vascular Plant,Potamogeton obtusifolius,Bluntleaf Pondweed,No Intervention,False
Vascular Plant,Potamogeton praelongus,"Whitestem Pondweed, White-Stem Pondweed",No Intervention,False
Vascular Plant,Potamogeton pusillus,"Baby Pondweed, Small Pondweed",No Intervention,False
Vascular Plant,Potamogeton pusillus ssp. pusillus,Small Pondweed,No Intervention,False
Vascular Plant,Potamogeton pusillus ssp. tenuissimus,Small Pondweed,No Intervention,False
Vascular Plant,Potamogeton robbinsii,"Robbins Pondweed, Robbins' Pondweed",No Intervention,False
Vascular Plant,Potamogeton strictifolius,"Narrowleaf Pondweed, Straight-Leaf Pondweed",No Intervention,False
Vascular Plant,Potamogeton zosteriformis,Flat-Stemmed Pondweed,No Intervention,False
Vascular Plant,Stuckenia filiformis ssp. alpinus,"Fineleaf Pondweed, Northern Slender Pondweed",No Intervention,False
Vascular Plant,Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",No Intervention,False
Vascular Plant,Stuckenia vaginata,Sheathed Pondweed,No Intervention,False
Vascular Plant,Zannichellia palustris,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",No Intervention,False
Vascular Plant,Ruppia cirrhosa,Spiral Ditchgrass,No Intervention,False
Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,No Intervention,False
Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",No Intervention,False
Vascular Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",No Intervention,False
Vascular Plant,Angelica roseana,Rose Angelica,No Intervention,False
Vascular Plant,Bupleurum americanum,American Thorow Wax,No Intervention,False
Vascular Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",No Intervention,False
Vascular Plant,Cymopterus nivalis,Snowline Springparsley,No Intervention,False
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",No Intervention,False
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",No Intervention,False
Vascular Plant,Lomatium ambiguum,Wyeth Biscuitroot,No Intervention,False
Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",No Intervention,False
Vascular Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,No Intervention,False
Vascular Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",No Intervention,False
Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",No Intervention,False
Vascular Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",No Intervention,False
Vascular Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",No Intervention,False
Vascular Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",No Intervention,False
Vascular Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",No Intervention,False
Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern,True
Vascular Plant,Allium brandegeei,Brandegee's Onion,No Intervention,False
